,ID,sex,d15N,d13C
Neospl,88-05-a,NA,5.817516413,-22.50409346
Tresti,IZG2,M,6.843704004,-20.25689492
Batleo,KCC7,NA,8.342877424,-20.92421619
Neogra,89-07-a,NA,5.639581769,-21.72942695
Benhor,ILI2,F,6.947720947,-20.32339622
Xennas,MOB4,F,8.259643688,-20.73276674
Neogra,89-07-c,NA,6.119706247,-22.58114098
Neogra,89-07-d,NA,5.217109765,-21.75858193
HemstZ,IXC9,M,7.940886882,-20.42263575
Telbra,JBA7,M,7.457958876,-11.86732695
#N/A,88-06,#N/A,6.36225258,-21.47327661
#N/A,88-10,#N/A,4.952690933,-18.43343208
Lammel,89-28-a,NA,5.568010188,-17.66684508
Lammel,89-28-c,NA,5.188282187,-17.61164066
Neohel,89-15-b,NA,6.098831326,-19.19684752
Neohel,89-15-c,NA,5.861254481,-18.07097563
Neohel,89-15-d,NA,6.0779564,-18.43134903
#N/A,89-02,#N/A,5.005375953,-19.93001557
Neomar,89-05-a,NA,5.058060941,-20.62148681
Neomar,89-05-b,NA,5.383116659,-20.76415004
Neomar,89-05-c,NA,4.964619619,-20.43300222
Neogra,89-07-b,NA,5.600813836,-22.10635403
Lammel,88-11-b,NA,7.633621512,-19.39055805
Neohel,93-43-b,NA,6.748933634,-19.0343783
Neogra,88-19,NA,6.578953231,-22.44995166
Neopec,91-06-b,NA,6.83143862,-19.65195834
Neobue,IOA7,NA,6.664454678,-22.44687091
Batmin,JEF7,NA,7.323656216,-19.92862211
Xenpap,IVH7,F,6.577934184,-18.57281643
Neomar,89-16-a,NA,5.523277919,-21.36498383
Neomar,89-16-b,NA,5.597831687,-20.17161832
Neogra,89-17,NA,6.586905538,-21.61593009
Neospl,89-30-a,NA,6.864241785,-18.2188758
Neospl,89-30-b,NA,6.469608935,-18.70943351
Neospl,89-30-c,NA,6.762850143,-18.39906166
Neospl,89-30-d,NA,6.321496892,-19.01771467
Neospl,89-30-e,NA,6.347341965,-19.62696412
Neonve,89-31-a,NA,8.543150652,-20.29241794
Neonve,89-31-c,NA,9.563998635,-20.64439634
XenpaK,90-01-a,NA,6.479549331,-16.2116582
XenpaK,90-01-b,NA,6.333425388,-15.85330406
XenpaK,90-02-a,NA,5.985510235,-15.56890522
XenpaK,90-02-b,NA,6.342371759,-16.27416077
#N/A,90-07,#N/A,6.952710865,-18.53341821
Neospl,90-08-a,NA,6.635613403,-18.94481103
Neospl,90-08-b,NA,6.09982537,-19.1281108
#N/A,90-10,#N/A,6.671398755,-18.57195432
Neomar,90-84,NA,5.79167118,-19.4363816
Neohel,91-15,NA,6.633625327,-12.49219064
Neomar,91-21,NA,5.843361638,-18.65735824
Neohel,91-23-a,NA,6.636607441,-17.36686341
Neohel,91-23-b,NA,6.564042654,-17.45852524
XenpaK,91-44-a,NA,6.764838216,-14.16244187
XenpaK,91-44-b,NA,6.608774379,-14.392696
Neogra,91-52-a,NA,6.245949711,-20.37468597
Neogra,91-52-b,NA,5.850319966,-20.92139011
Neogra,93-03-b,NA,6.000420914,-21.73775695
LamorC,93-18-b,NA,7.60976488,-20.83912568
Neohel,93-38-a,NA,6.604798227,-18.99480215
Neohel,93-38-b,NA,6.608774379,-19.24267179
Neohel,93-38-c,NA,6.422889056,-19.71340223
Lammel,93-47-a,NA,4.961637448,-19.82795783
Lammel,93-47-b,NA,4.916904863,-19.68424245
Lammel,93-47-c,NA,4.905970227,-19.14789868
Neopec,93-53,NA,6.120563272,-20.77125195
Neooli,93-54-a,NA,5.918909174,-22.20006342
Neooli,93-54-b,NA,5.736004499,-22.32500817
Neooli,93-55-a,NA,6.119706247,-21.93038673
Neooli,93-55-b,NA,5.548129182,-22.30418413
Neooli,93-55-c,NA,5.422878742,-21.50659728
NeoleL,94-18-a,NA,6.504400317,-18.61361484
NeoleL,94-18-b,NA,5.978551918,-19.97687854
Neomar,94-25-a,NA,5.504390954,-17.49185665
Neomar,94-25-b,NA,5.541170829,-18.69381095
NeoleL,94-77-a,NA,5.777754513,-20.74540606
NeoleL,94-77-b,NA,5.586897138,-20.68084324
NeoleL,94-78,NA,5.788689038,-18.46259478
Neooli,94-85-a,NA,5.867218762,-21.70235439
Neooli,94-85-b,NA,5.780736657,-22.15841489
Julunt,96-36,NA,5.988723191,-22.09031761
Julunt,96-37-a,NA,5.918193783,-21.90886547
Julunt,96-37-b,NA,6.239253108,-21.59955336
Julunt,96-37-c,NA,6.039183507,-22.08419094
Julunt,98-31-a,NA,6.815534051,-21.95641755
Julunt,98-31-b,NA,5.68133183,-22.45828118
Plemul,INA1,NA,9.074554828,-19.4868861
Calple,JZF5,M,8.586933468,-16.04371742
Calple,JZF6,M,8.039062485,-16.1708671
Calple,JZF7,M,8.866787929,-16.6826574
Calple,JZF8,M,8.195847773,-17.93273726
Calple,JZF9,M,8.376351591,-15.98058299
Calple,JZG1,M,8.803155149,-17.21265461
Calple,JZG2,F,8.204313412,-15.96008651
Calple,JZG3,F,9.240883173,-16.42013733
Calple,JZG4,F,9.046455618,-16.48176285
Calple,JZG5,F,8.390404069,-16.50374913
Xenlon,JZG6,M,9.046807669,-21.57797535
Xenlon,JZG7,F,8.642647492,-20.61981672
Neople,JZG8,NA,8.209985233,-20.08527501
Neople,JZG9,NA,8.782346366,-19.6947025
Neople,JZH1,NA,8.818963543,-20.82410278
Calmel,JZH2,M,8.352675713,-18.09841284
Calmel,JZH3,F,8.15478854,-17.78712874
Xenorn,JZI1,M,7.862492299,-21.28812688
Xenorn,JZI2,M,8.510025509,-21.01190658
Xenorn,JZI3,M,9.348861826,-23.65435374
Xenorn,JZI4,F,7.783621669,-19.97319095
Xenorn,JZI5,F,9.157492878,-22.47321446
Xenorn,JZI6,F,8.732939866,-23.15487999
Xenorn,JZI7,F,9.339907413,-24.00867751
Xenorn,JZI8,F,9.023776727,-22.66578038
Xenorn,JZI9,F,8.981675203,-20.91932574
Xenorn,KAA1,F,7.287300805,-20.14153511
Lchaur,KAA2,NA,7.657650635,-21.2668567
Lamorn,KAA5,NA,8.443657879,-20.73140923
Lamorn,KAA6,NA,8.481550508,-20.82550589
Lamorn,KAA7,NA,8.071711807,-21.73476599
Lamorn,KAA8,NA,8.311033676,-22.57549917
Lamorn,KAA9,NA,8.107610087,-22.02421549
Batmin,KAD6,M,8.627537039,-20.64385777
Batleo,KAE1,F,8.272006482,-20.97413574
Xenlon,KAH2,M,9.297412509,-20.15117545
Xenlon,KAH3,M,9.410933838,-19.94718428
Xenlon,KAH4,M,9.444660289,-20.87749573
Xenlon,KAH5,M,9.981708283,-20.83118789
Xenlon,KAH6,F,9.173606951,-21.39839193
Xenlon,KAH7,F,8.988490208,-20.93274953
Xenlon,KAH8,F,9.004394856,-22.13622912
Xenlon,KAH9,M,9.516352293,-21.79765142
Calmel,KAI4,F,9.826473008,-18.27729696
Calmel,KAI5,M,9.223482472,-18.09496836
Calmel,KAI6,M,10.27462962,-18.89243339
Calmel,KAI7,M,8.598629305,-19.11854896
Calmel,KAI8,NA,10.64308091,-19.89806635
Trioto,KAI9,NA,7.117095708,-18.42249479
Trioto,KCA1,NA,7.361546752,-22.63485678
Tylpol,KCA2,NA,8.760881438,-20.14910702
Tylpol,KCA3,NA,8.580259728,-18.22478381
Carsch,KCA4,M,6.593432966,-14.98670617
Carsch,KCA5,M,6.182989055,-15.68255971
Carsch,KCA6,F,8.553664983,-16.45474554
Carsch,KCA7,F,6.951804604,-15.32798719
Carsch,KCA8,F,8.449795168,-16.62436275
Carsch,KCA9,F,6.363182942,-16.23283316
Carsch,KCB1,F,7.276069127,-16.18347666
Carsch,KCB2,F,6.555727731,-15.46569409
Carsch,KCB3,F,5.265436379,-14.26597833
Carsch,KCB4,F,6.970769105,-15.49848634
Batleo,KCB8,NA,8.327429537,-21.12788147
Batleo,KCB9,NA,7.883755224,-21.50907761
Batleo,KCC1,NA,8.184649398,-21.1430547
Batleo,KCC2,NA,8.433281809,-21.3650892
Batleo,KCC5,NA,8.567698638,-21.40959726
Neople,KDF7,NA,9.756785701,-18.96092792
Plepar,LEC7,F,8.488632075,-18.51926305
Plepar,LEC8,F,9.012688643,-19.14454217
Neoleu,KEH4,M,6.83880885,-19.46030886
Neoleu,KEH5,M,6.840586626,-19.50960745
Neoleu,KEH8,NA,6.755482072,-18.64093948
Plepar,KEH9,M,9.27837718,-17.77496181
Plepar,KEI1,M,9.604480682,-17.35973571
Troluk,KEI2,F,4.976200665,-15.45881653
Neoleu,LEC9,M,5.923505684,-19.80053412
Neoleu,LED1,M,6.232564134,-19.7146848
Neoleu,LED3,M,5.499540437,-19.76700639
